Buster Keaton,spite marriage
Brandon Routh,superman returns
Steven Waddington,edward ii
Riz Ahmed,the road to guantanamo
Leonard Cohen,leonard cohen: i'm your man
William H. Macy,edmond
Parker Posey,the oh in ohio
Greg Kinnear,little miss sunshine
Luke Treadaway,brothers of the head
Enis Bešlagić,fuse
David Niven,curse of the pink panther
Karl Geary,mimic: sentinel
Jon Mikl Thor,rock 'n' roll nightmare
David Boreanaz,these girls
Lilith Ungerer,why does herr r. run amok?
Ian MacKaye,instrument: ten years with the band fugazi
Richard Egan,the 300 spartans
Ralph Richardson,the fallen idol
Steve Brodie,desperate
Humphrey Bogart,knock on any door
Brad Pitt,babel
Clark Gable,china seas
Gregory Peck,i walk the line
Aaron Taylor-Johnson,the thief lord
Jayne Mansfield,the girl can't help it
Hrithik Roshan,krrish
Amy Sedaris,strangers with candy
Talia Shire,prophecy
Richard Boone,the kremlin letter
Henry Fonda,young mr. lincoln
Christian Oliver,subject two
Dolph Lundgren,blackjack
Shu Qi,three times
Michael Sarrazin,the gumball rally
Will Shortz,wordplay
Lino Ventura,army of shadows
Balduin Baas,orchestra rehearsal
Joan Blondell,dames
Joan Crawford,dancing lady
Gregory Peck,the purple plain
Barry White,coonskin
Park Ye-jin,whispering corridors 2: memento mori
Cuba Gooding Jr.,end game
Louie Leonardo,end of the spear
Robert Mitchum,two for the seesaw
Ryan Newman,monster house
Ivan Trojan,wrong side up
Maciej Zakościelny,just love me
Monica Bellucci,how much do you love me?
John Malkovich,colour me kubrick
Salvador Wood,death of a bureaucrat
Samuel L. Jackson,snakes on a plane
Scarlett Johansson,scoop
Will Ferrell,talladega nights: the ballad of ricky bobby
Ben Stiller,night at the museum
Nicolas Cage,world trade center
Will Ferrell,stranger than fiction
Greer Garson,the valley of decision
Paul Muni,the last angry man
Margaret Sullavan,the good fairy
Oscar Kightley,sione's wedding
Jamie Foxx,miami vice
Edward Burns,the groomsmen
Cuba Gooding Jr.,shadowboxer
James Cagney,each dawn i die
Ted Danson,loch ness
Maya Sansa,"good morning, night"
Moshe Abebe,live and become
Ida Lupino,on dangerous ground
Will Smith,the pursuit of happyness
Chartchai Ngamsan,tears of the black tiger
Jesse Metcalfe,john tucker must die
Julia Roberts,the ant bully
Alexander Granach,warning shadows
Johannes Meyer,leaves from satan's book
Joan Plowright,mrs palfrey at the claremont
Ion Fiscuteanu,the death of mr. lazarescu
Geraldine Chaplin,cría cuervos
Edie Sedgwick,ciao! manhattan
Burt Lancaster,the rainmaker
Jason Statham,crank
Sarah Polley,the secret life of words
Jukka Hildén,the dudesons movie
Mark Strong,black gold
Dorothy Lamour,the hurricane
Vinnie Jones,johnny was
Imran Ahktar,played
Toni Collette,the night listener
Courteney Cox,barnyard
Lea Massari,murmur of the heart
Susan Hayward,they won't believe me
Humphrey Bogart,the left hand of god
Eric Portman,a canterbury tale
Peter Fonda,dirty mary crazy larry
Douglas Fairbanks Jr.,angels over broadway
Channing Tatum,step up
Patrick Huard,bon cop bad cop
Ginger Rogers,tom dick and harry
Koji Imada,mind game
Ralph Fiennes,land of the blind
Ryan Gosling,half nelson
Vincent Lindon,the moustache
Michelle Yeoh,wing chun
Anita Mui,executioners
Brigitte Lin,the legend of the swordsman
Brigitte Lin,peking opera blues
Jodelle Ferland,tideland
June Allyson,good news
James Cagney,g-men
Mads Mikkelsen,adam's apples
Ethel Waters,cabin in the sky
Richard Barthelmess,tol'able david
Teresa Palmer,2:37
Hilary Duff,material girls
Justin Long,accepted
Lauren Lee Smith,lie with me
Terence Hill,crime busters
Robert Gustafsson,att stjäla en tjuv
Björn Skifs,drömkåken
Mads Mikkelsen,shake it
Claire Trevor,born to kill
Charlotte Rampling,heading south
Randolph Scott,seven men from now
Shirley Temple,captain january
Edward Norton,the illusionist
Errol Flynn,adventures of don juan
Spencer Tracy,state of the union
Daniel Auteuil,36th precinct
Erik Stolhanske,beerfest
Luke Benward,how to eat fried worms
Mark Wahlberg,invincible
André Benjamin,idlewild
Edward G. Robinson,a slight case of murder
Hiam Abbass,the syrian bride
Abdellatif Kechiche,"sorry, haters"
Jack Weston,the ritz
Shirley MacLaine,my geisha
Rex Harrison,blithe spirit
Stan Laurel,the music box
Pascal Lamorisse,the red balloon
Stan Laurel,way out west
Jamel Debbouze,angel-a
Leo Genn,green for danger
Stan Laurel,a chump at oxford
Stan Laurel,block-heads
Maurizio Nichetti,the icicle thief
Emily Rios,quinceañera
Mark Duplass,the puffy chair
Peter O'Toole,lassie
Justin Rice,mutual appreciation
Nicolas Cage,the wicker man
Anthony Mackie,crossover
Elisha Cuthbert,the quiet
Frank O. Gehry,sketches of frank gehry
Anthony Andrews,ivanhoe
Hanna Zetterberg,ronja robbersdaughter
Björn Kjellman,breaking out
Suzanne Reuter,yrrol
Cillian Murphy,the wind that shakes the barley
Robert Mitchum,blood on the moon
Maria Schell,le notti bianche
Marcell Nagy,fateless
Gregory Peck,the bravados
Fredric March,the sign of the cross
Ernesto Alonso,the criminal life of archibaldo de la cruz
Brian Stirner,overlord
Danny Dyer,severance
Melvil Poupaud,time to leave
Adrien Brody,hollywoodland
Tyrone Power,jesse james
Marc Béland,the scar
Zach Braff,the last kiss
David Duchovny,trust the man
Maggie Gyllenhaal,sherrybaby
Jordan Chan,bio zombie
Luke Wilson,idiocracy
Becky Fischer,jesus camp
Seo Ji-Seok,the bow
Loretta Young,the crusades
Roberto Benigni,the tiger and the snow
Anthony Perkins,pretty poison
Chantal Lauby,fear city: a family-style comedy
Michel Serrault,assassin(s)
Barbara Stanwyck,union pacific
Peter Robbins,a boy named charlie brown
Chad Webber,"snoopy, come home"
Kiefer Sutherland,a soldier's sweetheart
Gael García Bernal,the science of sleep
James Cagney,city for conquest
Jay Chou,initial d
Julia Stiles,wicked
John Wayne,the long voyage home
Olivia de Havilland,not as a stranger
Josh Hartnett,the black dahlia
Agnes Bruckner,the woods
William H. Macy,everyone's hero
Dwayne Johnson,gridiron gang
Birgit Doll,the seventh continent
Benoît Delépine,aaltra
Danny Kaye,wonder man
Rüdiger Vogler,lisbon story
Matthew Modine,streamers
Michelle Williams,land of plenty
Charlotte Gainsbourg,lemming
Molnár Piroska,taxidermia
Abhishek Bachchan,yuva
Babette Bardot,mondo topless
Erica Gavin,vixen!
Ed Harris,empire falls
Anna May Wong,piccadilly
Charles Laughton,the private life of henry viii
Rudy Youngblood,apocalypto
Elizabeth Taylor,raintree county
James Franco,flyboys
Johnny Knoxville,jackass number two
Sean Penn,all the king's men
Helena Bonham Carter,conversations with other women
Scott McAfee,the land before time ii: the great valley adventure
Iwan Mosschuchin,father sergius
Sacha Baron Cohen,borat: cultural learnings of america for make benefit glorious nation of kazakhstan
Ivana Baquero,pan's labyrinth
John Wayne,the conqueror
Kevin Costner,the guardian
Martin Lawrence,open season
Billy Bob Thornton,school for scoundrels
Katherine Heigl,romy and michele: in the beginning
Charles Laughton,st. martin's lane
Cem Yılmaz,g.o.r.a.
Leonardo DiCaprio,the departed
Jordana Brewster,the texas chainsaw massacre: the beginning
Dane Cook,employee of the month
Alex Pettyfer,stormbreaker
Humphrey Bogart,sirocco
Trond Espen Seim,"hawaii, oslo"
Wotan Wilke Möhring,antibodies
Albert Dekker,dr. cyclops
Annette Bening,running with scissors
Burt Lancaster,brute force
Naomi Watts,ellie parker
Sarah Michelle Gellar,the grudge 2
Robin Williams,man of the year
John Cena,the marine
Sigourney Weaver,infamous
Tiffany Dupont,one night with the king
Pelé,once in a lifetime: the extraordinary story of the new york cosmos
Donald Sutherland,fellini's casanova
Cary Grant,the howards of virginia
Boris Babochkin,chapayev
Christian Ulmen,the elementary particles
Sima Mobarak-Shahi,offside
Kate Winslet,little children
Norma Shearer,marie antoinette
Sylvester Stallone,f.i.s.t.
James Blackwell,facing the giants
Warner Baxter,broadway bill
Forest Whitaker,the last king of scotland
Stew Albert,the u.s. vs. john lennon
Sook-Yin Lee,shortbus
Edward Furlong,3 blind mice
Clive Owen,children of men
Hugh Jackman,the prestige
Ryan Phillippe,flags of our fathers
Tim McGraw,flicka
Melinda Page Hamilton,sleeping dogs lie
Franka Potente,after five in the forest primeval
Aleksey Chadov,9th company
Tommi Eronen,jade warrior
Rudolf Klein-Rogge,spies
Shia LaBeouf,a guide to recognizing your saints
Aya Ueto,azumi 2: death or love
George Babluani,13 tzameti
Tobin Bell,saw iii
Tim Robbins,catch a fire
Hend Ayoub,death of a president
Evan Rachel Wood,little secrets
Werner Peters,the kaiser's lackey
Richard Berry,corto maltese in siberia
James Mason,5 fingers
Eric Lively,the butterfly effect 2
Errol Flynn,the charge of the light brigade
Zhao Tao,platform
Pavel Liška,lunacy
Hugh Jackman,flushed away
Ben Whishaw,perfume: the story of a murderer
Gregory Peck,arabesque
Tim Allen,the santa clause 3: the escape clause
Chris Klein,the long weekend
Fred Astaire,daddy long legs
Adama Bila,all the invisible children
Toshihiko Seki,ocean waves
Joe Cocker,joe cocker - mad dogs & englishmen
Claude Rains,four daughters
Jean Arthur,arizona
Madhabi Mukherjee,the big city
Harry Belafonte,"the world, the flesh and the devil"
Teri Garr,mom and dad save the world
Samuel L. Jackson,farce of the penguins
Jerry Nelson,emmet otter's jug-band christmas
Russell Crowe,a good year
Natalie Maines,dixie chicks: shut up and sing
Tadanobu Asano,vital
Jean Arthur,a foreign affair
Catherine O'Hara,for your consideration
Cory Booker,street fight
Reinhold Aman,fuck
John Hurt,shooting dogs
Daniel Craig,casino royale
Elijah Wood,happy feet
Dax Shepard,let's go to prison
Anthony Hopkins,bobby
Paz Vega,10 items or less
Cameron Diaz,the holiday
Betty Grable,i wake up screaming
Ricardo Darín,luna de avellaneda
Alan Rickman,snow cake
Christian Bale,harsh times
Georgia Groome,london to brighton
Mark Holton,gacy
Catalina Sandino Moreno,fast food nation
Jean Gabin,la bête humaine
Juliet Berto,celine and julie go boating
Marie Dressler,min and bill
Spencer Tracy,"20,000 years in sing sing"
A.C. Abadie,the great train robbery
Claudio Brook,simon of the desert
Jack Black,tenacious d in the pick of destiny
Bob Hope,the facts of life
Claudette Colbert,it's a wonderful world
Jean Dujardin,"oss 117: cairo, nest of spies"
Devon Gummersall,reeker
Clifton Webb,sitting pretty
Charlton Heston,the last hard men
Chang Chen,a brighter summer day
Keisha Castle-Hughes,the nativity story
Kal Penn,van wilder 2: the rise of taj
Josh Duhamel,turistas
Leonardo DiCaprio,blood diamond
Gloria Holden,dracula's daughter
Ron Ely,doc savage: the man of bronze
Louis Koo,election 2
Lewis Black,unaccompanied minors
Nick Nolte,off the black
Julia Roberts,charlotte's web
Ed Speleers,eragon
Sylvester Stallone,rocky balboa
Ali Nassirian,iron island
Nicole Kidman,fur: an imaginary portrait of diane arbus
Harold Lloyd,girl shy
Richard Todd,the dam busters
Tracy Coogan,zombie honeymoon
Michael Carbonaro,another gay movie
Jackie Chan,the myth
Alex O'Loughlin,oyster farmer
Mae Clarke,waterloo bridge
Jean Harlow,red-headed woman
Timothy Hutton,daniel
Richard Gere,power
Peter Finch,lost horizon
Clifton Webb,the man who never was
Carroll Baker,something wild
Matthew McConaughey,we are marshall
Hidetaka Yoshioka,the place promised in our early days
John Hurt,the plague dogs
Jamie Foxx,dreamgirls
Catherine Frot,the page turner
Jean Ziegler,we feed the world
Franco Citti,the decameron
Hilary Swank,freedom writers
Darleen Asevedo,when the levees broke: a requiem in four acts
Hanna Schygulla,katzelmacher
Laura Dern,inland empire
Leonardo Treviglio,sebastiane
Stéphanie Michelini,wild side
Samuel Anderson,the history boys
Judi Dench,notes on a scandal
Alan Ormsby,children shouldn't play with dead things
Peter Lorre,the face behind the mask
David Douche,the life of jesus
Jaime Pressly,doa: dead or alive
Chow Yun-fat,curse of the golden flower
Trond Fausa,the bothersome man
George Clooney,the good german
Elizabeth Reaser,sweet land
Ken Watanabe,letters from iwo jima
Judy Garland,presenting lily mars
Katie Cassidy,black christmas
George Carlin,happily n'ever after
Cedric the Entertainer,code name: the cleaner
Columbus Short,stomp the yard
Ewan McGregor,miss potter
Freddie Highmore,arthur and the invisibles
Han Seok-kyu,tell me something
Erin Kelly,loving annabelle
Christopher McDonald,american pie presents: the naked mile
Graciana Chironi,rolling family
Catherine Deneuve,the young girls of rochefort
Rüdiger Vogler,alice in the cities
Gregory Peck,david and bathsheba
Daniel London,old joy
Zhang Ziyi,the banquet
Peter O'Toole,venus
Jason Lewis,my bollywood bride
Flora Martínez,rosario tijeras
Walter Huston,american madness
Fernandel,the return of don camillo
Fernandel,don camillo
Tadanobu Asano,invisible waves
Johan Libéreau,cold showers
Gérard Depardieu,the singer
Dominic Purcell,primeval
Bruce Willis,alpha dog
Sean Bean,the hitcher
Brittany Murphy,the dead girl
Jean Cocteau,testament of orpheus
Kelly Brook,house of 9
Bette Davis,a stolen life
Mads Mikkelsen,after the wedding
Park Ji-yeon,time
Freddie Frinton,dinner for one
Elaine Kao,red doors
Luke Wilson,the wendell baker story
Bae Doona,linda linda linda
Paul Muni,juarez
Alexandra Aidini,the weeping meadow
Ivana Karbanová,daisies
Artie Lange,beer league
Marian Araujo,dead meat
Henry G. Sanders,killer of sheep
Elizabeth Lee Miller,the blood of a poet
Lee Dainton,dirty sanchez: the movie
Harvey Keitel,shadows in the sun
Shane Jacobson,kenny
Bruce Balden,49 up
Keri Russell,waitress
Ian McKellen,neverwas
Chôko Iida,record of a tenement gentleman
Kam Wu-seong,r-point
Jennifer Garner,catch and release
Ryan Reynolds,smokin' aces
Agnes Bruckner,blood and chocolate
Kal Penn,epic movie
Kristen Stewart,the messengers
Diane Keaton,because i said so
Gaspard Ulliel,hannibal rising
Eddie Murphy,norbit
John Carradine,billy the kid vs. dracula
Ayako Wakao,red angel
Jens Albinus,the boss of it all
Jon Roberts,cocaine cowboys
John Travolta,lonely hearts
Patton Oswalt,ratatouille
Laurence Fishburne,five fingers
Kazuya Nakayama,izo
Ringo Starr,the point!
Steve Buscemi,"paris, je t'aime"
Billy Bob Thornton,the astronaut farmer
Nikolaj Lie Kaas,murk
Will Ferrell,"wake up, ron burgundy: the lost movie"
Donnie Yen,spl: kill zone
Alberto Sordi,mafioso
Kevin Zegers,it's a boy girl thing
Raquel Welch,myra breckinridge
Morgan C. Jones,the ugly duckling and me!
Marisa Tomei,danika
Jack Palance,the strange case of dr. jekyll and mr. hyde
John Lennon,magical mystery tour
Dominic Monaghan,ringers - lord of the fans
Isuzu Yamada,sisters of the gion
John Paul Tremblay,trailer park boys: the movie
Nicolas Cage,ghost rider
Chris Cooper,breach
Gabrielle Union,daddy's little girls
Drew Barrymore,music and lyrics
Jim Carrey,the number 23
Lennie Loftin,reno 911!: miami
Samuel L. Jackson,black snake moan
Heather Graham,gray matters
Roselyn Sánchez,shooting gallery
Krzysztof Kowalewski,what will you do when you catch me?
Hiroyuki Sanada,the dagger of kamui
Frank Black,loudquietloud: a film about the pixies
Çetin Tekindor,my father and my son
Helmut Berger,salon kitty
Mira Sorvino,human trafficking
Aml Ameen,kidulthood
Jascha Washington,like mike 2: streetball
Frank Sinatra,lady in cement
Mike Lackey,street trash
Hideki Takahashi,fighting elegy
Pietro Cammarata,salvatore giuliano
Marshall Thompson,first man into space
Bhaskar Roy Chowdhury,i drink your blood
Simon Pegg,hot fuzz
James Coburn,dead heat on a merry-go-round
Gordon Liu Chia-Hui,the 36th chamber of shaolin
Tom Laughlin,the trial of billy jack
Anthony Quinn,the savage innocents
Laura Prepon,karla
Toni Servillo,the consequences of love
Charlotte Gainsbourg,golden door
Ricardo Darín,kamchatka
Dennis O'Keefe,the leopard man
Daniel Hendler,family law
Jan Ohlsson,emil in lonneberga
Stephen Rea,citizen x
Elaine Paige,cats
Franco Citti,the canterbury tales
Eva Löbau,the forest for the trees
Nicolas Cage,next
Jude Law,breaking and entering
Catherine Deneuve,changing times
Ioan Gruffudd,amazing grace
Kim Rossi Stuart,romanzo criminale
Robert Englund,2001 maniacs
Danny DeVito,wise guys
Jason Bateman,teen wolf too
Zlatko Burić,pusher iii: i'm the angel of death
Mikko Niskanen,eight deadly shots
Michael O’Hare,babylon 5: the gathering
Nathan Fillion,white noise 2: the light
Tim Allen,wild hogs
Katherine Heigl,zyzzyx road
Ben Affleck,man about town
Aleksey Anisimov,first on the moon
Dudley Moore,unfaithfully yours
Bruce Davison,the lathe of heaven
James Arnold Taylor,atlantis: milo's return
Gary Cooper,the westerner
James Garner,the ultimate gift
Gerard Butler,300
Deanna Durbin,three smart girls
Deanna Durbin,something in the wind
James McAvoy,starter for 10
Chris O'Neil,the last mimzy
Stathis Giallelis,america america
Liron Levo,kippur
Connie Nielsen,the situation
Forest Whitaker,diary of a hitman
Nancy Kwan,flower drum song
Anne Hathaway,becoming jane
Mary McCormack,right at your door
Rita Tushingham,a taste of honey
Kal Penn,the namesake
Gerard McSorley,omagh
Jun Hamamura,samurai spy
Emil Jannings,the last command
Chris Rock,i think i love my wife
Michael W. Smith,the second chance
Marlon Brando,the fugitive kind
Sean Pertwee,wilderness
Cristina Brondo,hipnos
Ryan Kwanten,dead silence
Adam Sandler,reign over me
Mark Wahlberg,shooter
Michael Bailey Smith,the hills have eyes 2
Chris Evans,tmnt
Laura Linney,jindabyne
Kuno Becker,nomad: the warrior
Dick Powell,the tall target
Cécile de France,avenue montaigne
Carice van Houten,black book
Toshirō Mifune,the quiet duel
Mirhadi Tayebi,a moment of innocence
Richard Linklater,it's impossible to learn to plow by reading books
Rick Otto,r.s.v.p.
Danny Kaye,the five pennies
Mircea Diaconu,philanthropy
Ida Lupino,ladies in retirement
Marie Gillain,"not for, or against (quite the contrary)"
Amitabh Bachchan,eklavya: the royal guard
Robert Mitchum,his kind of woman
Ray Mancini,turn of faith
Joseph Fiennes,the darwin awards
Rock Hudson,the tarnished angels
Will Ferrell,blades of glory
Heidi Andersson,armbryterskan från ensamheten
Annika Hallin,kissed by winter
John C. McGinley,are we done yet?
Hilary Swank,the reaping
Josh Hutcherson,firehouse dog
Tom Selleck,meet the robinsons
Henry Rollins,american hardcore
Bo Svenson,the inglorious bastards
Liam Neeson,seraphim falls
Ann Harding,double harness
Cillian Murphy,sunshine
Will Rogers,judge priest
Ed Harris,copying beethoven
Valérie Lemercier,royal palace
Richard Gere,the hoax
Richard Widmark,no way out
Harvey Keitel,ulysses' gaze
Benoît Magimel,sky fighters
Vittorio Gassman,scent of a woman
Toshiaki Karasawa,"welcome back, mr. mcdonald"
Boris Karloff,how the grinch stole christmas!
Ryo Katsuji,origin: spirits of the past
Javier Bardem,goya's ghosts
Halle Berry,perfect stranger
Shia LaBeouf,disturbia
Karl Urban,pathfinder
Dana Snyder,aqua teen hunger force colon movie film for theaters
George Sanders,the private affairs of bel ami
Dustin Hoffman,straight time
Catherine Deneuve,tristana
Elizabeth Reaser,puccini for beginners
Hao Lei,summer palace
Paul Newman,the mackintosh man
Marion Cotillard,la vie en rose
Wojciech Pokora,man - woman wanted
Amanda Peet,griffin & phoenix
John Terry,the resurrected
Morgan Freeman,the contract
David Schwimmer,big nothing
Kim Seung-woo,woman on the beach
Susan Hayward,smash-up: story of a woman
Andy Lau,island of fire
Kate Beckinsale,vacancy
Kenne Duncan,night of the ghouls
Arno Frisch,benny's video
Meg Ryan,in the land of women
Martin Freeman,confetti
Boris Karloff,the devil commands
Rowan Atkinson,mr. bean's holiday
Tom Murphy,adam & paul
Justin Chatwin,the invisible
Jamie Kennedy,kickin' it old skool
Steve Austin,the condemned
Tobey Maguire,spider-man 3
Eric Bana,lucky you
David Arquette,it's a very merry muppet christmas movie
Barbara Stanwyck,the furies
Junichi Okada,hana
Patrick Moore,sharkwater
Junichi Okada,tales from earthsea
Richard Conte,thieves' highway
Tom Atkins,maniac cop
Molly Shannon,year of the dog
Marc Blucas,thr3e
Roy Dupuis,the rocket: the legend of rocket richard
Zach Braff,the ex
Yoo Ji-tae,woman is the future of man
Megumi Hayashibara,paprika
Jonny Lee Miller,the flying scotsman
Katharine Hepburn,sylvia scarlett
Richard Basehart,fixed bayonets!
Arkanae Cherkam,syndromes and a century
Kate Dickie,red road
James Whitmore,the adventures of mark twain
Agheleh Rezaie,at five in the afternoon
Konstantin Khabenskiy,day watch
Thomas Turgoose,this is england
Cecilia Cheung,one night in mongkok
Julie Christie,away from her
Seth Rogen,knocked up
John Travolta,hairspray
Yuen Biao,the prodigal son
Imogen Poots,28 weeks later
Jane Fonda,georgia rule
Larry the Cable Guy,delta farce
Jackie Chan,wheels on meals
Steven Weber,desperation
Mike Myers,shrek the third
Glen Hansard,once
Johnny Depp,pirates of the caribbean: at world's end
Ashley Judd,bug
Kevin Costner,mr. brooks
Lucy Liu,rise: blood hunter
Jesse Lee Soffer,gracie
Noah Wyle,the librarian: return to king solomon's mines
Noah Wyle,the librarian: quest for the spear
Parker Posey,fay grim
Robert Clarke,the man from planet x
Im Soo-jung,"i'm a cyborg, but that's ok"
Donnie Yen,dragon tiger gate
Loren Horsley,eagle vs shark
Al Pacino,88 minutes
Alberto Sordi,the great war
Luisa Williams,day night day night
Sean Biggerstaff,cashback
George Clooney,ocean's thirteen
Olivia Bonamy,them
Adélaïde Leroux,flanders
Crusoe Kurddal,ten canoes
Vincent Cassel,satan
Alexander Scheer,sun alley
Tetsuya Bessho,godzilla vs. mothra
Takuro Tatsumi,godzilla vs. destoroyah
Katsuhiko Sasaki,godzilla vs. king ghidorah
Richard Dix,the ghost ship
Hedy Lamarr,experiment perilous
Yosuke Kubozuka,go
Colin Hanks,alone with her
Lauren German,hostel: part ii
Barbara Stanwyck,remember the night
Gabe Nevins,paranoid park
Marjoe Gortner,starcrash
Shia LaBeouf,surf's up
Ioan Gruffudd,fantastic 4: rise of the silver surfer
Billy Connolly,fido
Lucy Tulugarjuk,l'iceberg
Kurt Russell,death proof
George Nader,robot monster
Christian Bale,rescue dawn
Gary Cooper,the wedding night
Jeff Bridges,the moguls
David Duchovny,the tv set
Gad Elmaleh,the valet
Errol Flynn,dodge city
Aishwarya Rai Bachchan,the mistress of spices
Monica Bleibtreu,four minutes
Alessio Boni,once you're born you can no longer hide
Peter O'Toole,the night of the generals
Isabelle Huppert,comedy of power
Richie Ren,breaking news
Scoot McNairy,in search of a midnight kiss
Anthony Wong,exiled
Hayden Panettiere,bring it on: all or nothing
L.M. Kit Carson,david holzman's diary
Ingrid Bergman,journey to italy
Danny Kaye,knock on wood
Daniel H. Jenkins,o.c. and stiggs
Paul Rogers,the homecoming
Patrick Warburton,the woman chaser
Michel Blanc,uranus
Michael Palin,american friends
Evelyn Preer,within our gates
Hal Stalmaster,johnny tremain
Lukas Haas,alan & naomi
Kuno Becker,goal! ii: living the dream
Cheech Marin,still smokin
Arnold Johnson,putney swope
Gilles Kepel,the power of nightmares
Malcolm McDowell,o lucky man!
Michael Moore,sicko
Niklas Ulfvarson,popular music
Michael Diamond,awesome; i fuckin' shot that!
Deborah Kerr,tea and sympathy
Angelina Jolie,a mighty heart
John Cusack,1408
Brenda Blethyn,clubland
Tom Selleck,high road to china
Bruce Willis,live free or die hard
Robin Williams,license to wed
Claire Danes,evening
Steve Carell,evan almighty
Shia LaBeouf,transformers
Elisha Cuthbert,captivity
Daniel Radcliffe,harry potter and the order of the phoenix
Adam Sandler,i now pronounce you chuck & larry
Marlon Brando,bedtime story
John Wayne,mcq
Kurt Russell,the mean season
Roddy Piper,back in action
Jackie Chan,heart of the dragon
Joakim Nätterqvist,arn: the knight templar
Laura Linney,driving lessons
Guy Pearce,first snow
James Stewart,broken arrow
Michael Keaton,the last time
Angelica Lee,re-cycle
Andy Griffith,no time for sergeants
Evan Rachel Wood,across the universe
Parker Posey,broken english
Isabella Rossellini,brand upon the brain! a remembrance in 12 chapters
Liza Minnelli,the sterile cuckoo
Peggy Ashcroft,when the wind blows
Richard Barthelmess,the dawn patrol
Gary Cooper,the lives of a bengal lancer
Amira Casar,the piano tuner of earthquakes
David Hewlett,a dog's breakfast
Michael McMillian,dorian blues
Ashley Judd,come early morning
Andy Samberg,hot rod
Margaret Rutherford,murder most foul
Mick Partridge,who's your caddy?
Dan Castellaneta,the simpsons movie
Lindsay Lohan,i know who killed me
Catherine Zeta-Jones,no reservations
Anton Yelchin,charlie bartlett
Marc Anthony,el cantante
Matt Damon,the bourne ultimatum
Logan Browning,bratz
Yûsuke Kawazu,cruel story of youth
Ben Kingsley,you kill me
Malcolm Stumpf,wild tigers i have known
Yûka,reincarnation
Tommi Korpela,man's job
Varhan Orchestrovich Bauer,czech dream
Mircea Andreescu,12:08 east of bucharest
Alexander Allerson,all the way boys
Nick Nolte,teachers
Tony Curtis,the manitou
Sam Rockwell,joshua
Don Cheadle,talk to me
Candela Peña,princesses
David Arquette,the tripper
Clark Gable,command decision
Batchuluun Urjindorj,the cave of the yellow dog
Richard Harris,abraham
Nathalie Baye,the young lieutenant
Giacomo Rossi-Stuart,"kill baby, kill"
Zack Bazzi,the war tapes
Samuel L. Jackson,resurrecting the champ
Aaron Yoo,american pastime
Jean Dujardin,the brice man
Romain Duris,moliere
Chris Tucker,rush hour 3
Mark Arm,1991: the year punk broke
Colin Firth,the last legion
Charles Martin Smith,the last casino
Marina Hands,lady chatterley
Jack Lemmon,under the yum-yum tree
Dan Fogler,balls of fury
Amanda Bynes,sydney white
Jamie Foxx,the kingdom
Emily Blunt,wind chill
Nicholas D'Agosto,rocket science
Alex Jones,terrorstorm: a history of government-sponsored terrorism
Cuba Gooding Jr.,daddy day camp
Nicole Kidman,the invasion
Rick Gonzalez,illegal tender
Scarlett Johansson,the nanny diaries
Jon Voight,september dawn
Malcolm McDowell,halloween
Julie Delpy,2 days in paris
Elio Germano,do you like hitchcock?
Franco Nero,keoma
Tomás Milián,face to face
Franco Nero,the mercenary
Steve Wiebe,the king of kong
William H. Macy,the wool cap
Samy Naceri,taxi 4
Nathan Baesel,behind the mask: the rise of leslie vernon
Will Arnett,the brothers solomon
Jennifer Lopez,bordertown
Ryan Reynolds,the nines
Tallulah Bankhead,die! die! my darling!
Audrey Tautou,hunting and gathering
Béatrice Dalle,new wave
Penélope Cruz,the good night
Terence Hill,"watch out, we're mad"
Josh Hartnett,stories of lost souls
Rose McGowan,planet terror
Russell Crowe,3:10 to yuma
Clive Owen,shoot 'em up
Paul Rudd,the ten
Jason Mewes,an evening with kevin smith
Armand Assante,gotti
Vittorio Gassman,bitter rice
Diane Lane,fierce people
Keira Knightley,atonement
Ann Savage,my winnipeg
Anamaria Marinca,"4 months, 3 weeks and 2 days"
Campbell Scott,no end in sight
Steven Seagal,mercenary for justice
Tommy Lee Jones,in the valley of elah
Aamir Khan,rang de basanti
Michelle Pfeiffer,i could never be your woman
Fredric March,design for living
Daniel Radcliffe,december boys
Ken Leung,shanghai kiss
Naomi Watts,eastern promises
Evgeniy Sidikhin,27 missing kisses
Alec Baldwin,brooklyn rules
Ken Ogata,vengeance is mine
Kazunari Ninomiya,tekkonkinkreet
Buzz Aldrin,in the shadow of the moon
Amber Tamblyn,stephanie daley
Brittany Murphy,love and other disasters
Wesley Snipes,the contractor
Sienna Miller,interview
Paul Walker,the death and life of bobby z
Sabine Azéma,private fears in public places
Robert Ryan,house of bamboo
Milla Jovovich,resident evil: extinction
Billy Bob Thornton,mr. woodcock
Dane Cook,good luck chuck
Emile Hirsch,into the wild
Dwayne Johnson,the game plan
Tony Leung Chiu-Wai,"lust, caution"
Morgan Freeman,feast of love
Zack Ward,postal
Ian McShane,the seeker: the dark is rising
Ben Stiller,the heartbreak kid
Steve Carell,dan in real life
Owen Wilson,the darjeeling limited
Joaquin Phoenix,we own the night
Cate Blanchett,elizabeth: the golden age
George Clooney,michael clayton
Michael Caine,sleuth
Ryan Gosling,lars and the real girl
Josh Hartnett,30 days of night
Omar Metwally,rendition
Halle Berry,things we lost in the fire
Joaquin Phoenix,reservation road
Casey Affleck,gone baby gone
