Shawn Roberts,recipe for love
Shia LaBeouf,fury
Tyron Leitso,my boyfriends' dogs
Eva Green,the salvation
Christina Cox,s.i.s.
Milo Ventimiglia,grace of monaco
Faran Tahir,torn
Melissa McCarthy,st. vincent
Werner Durth,berlin babylon
Nicholas Hoult,young ones
Kaya Brüel,amazon jack 3: jungo goes bananas
Earl Lynn Nelson,land ho!
Julianna Guill,mine games
Keye Luke,charlie chan at the race track
Victor Sen Yung,charlie chan at the wax museum
Victor Sen Yung,charlie chan at treasure island
Lynn Bari,city in darkness
Phyllis Brooks,charlie chan in honolulu
Vera Novikova,the donkey's hide
Vyacheslav Nevinnyy,the purple ball
Meat Loaf,stage fright
Kevin Corrigan,the chaperone
Brian Nissen,the swan princess: the mystery of the enchanted kingdom
Jean Rogers,charlie chan in panama
Mary Brian,charlie chan in paris
Ricardo Cortez,charlie chan in reno
Mary Beth Hughes,charlie chan in rio
Joan Woodbury,the chinese cat
Joan Marsh,charlie chan on broadway
Tyler Ross,the wise kids
Lauren Roy,the chair
Kaya Brüel,jungledyret
Laurent Stocker,miss and the doctors
Akim Tamiroff,the black sleep
Renée Soutendijk,grave secrets
Jennifer Garner,"alexander and the terrible, horrible, no good, very bad day"
Alexander Kirkland,charlie chan's chance
Drue Leyton,charlie chan's courage
Dianne Foster,the brothers rico
Chad Michael Murray,left behind
Clémence Gégauff,pleasure party
Saul Holiff,my father and the man in black
Satoshi Yahata,10 minutes
Adrian DiGiovanni,motivational growth
Anna Kavan,"dance party, usa"
Julia Koschitz,tour de force
Erin McGathy,harmontown
David Wojnarowicz,you killed me first
Elliott Reid,the whip hand
Marisa Tomei,the rewrite
Corey Eid,alien abduction
John Phillips,the mummy's shroud
Shannon O'Neil,the creeping terror
Kim Greist,why me?
Andrew Keir,blood from the mummy's tomb
Stéphane Audran,violette
Ana Coto,ouija
Axel Axwell Hedfors,leave the world behind
Anthony Quinn,a star for two
Leonor Watling,films to keep you awake: the baby's room
Kaya Brüel,hugo the movie star
Robert Patrick,s.w.a.t.: firefight
Rene Russo,nightcrawler
Wade Williams,child of god
Arthur Lake,blondie on a budget
Maki Kachisa,darkside blues
Maureen O'Connell,felix the cat: the movie
Ryan Potter,big hero 6
Stefanie Estes,disaster l.a.: the last zombie apocalypse begins here
Eason Chan,dream home
Javier Gutiérrez,marshland
David DeLuise,alone for christmas
Yekaterina Rednikova,archangel
Frederick Valk,the flanagan boy
Brandon De Wilde,blue denim
Channing Tatum,the book of life
Sam Claflin,"love, rosie"
Mark Chao,young detective dee: rise of the sea dragon
Oliver Hardy,the dancing masters
John Bain,hard sun
Debra Messing,"like sunday, like rain"
Matt O'Leary,time lapse
Woody Strode,winterhawk
Jonny Lee Miller,national theatre live: frankenstein
Allen Swift,mad monster party?
Victoria Hamilton,a very social secretary
Claudia Cardinale,blindfold
François Cluzet,turning tide
Trey Rogers,cry baby lane
Michael Beattie,the hire: star
Ida Osler,the big snit
Christopher Smith,tiny: a story about living small
Alicia Vikander,ex machina
Roosa Söderholm,they have escaped
Rhona Mitra,separation city
Philip Kwok Chun-Fung,crippled avengers
Jennifer Torrance,strange invaders
John Sutton,thief of damascus
Monique van de Ven,stunt rock
Mary Carlisle,dead men walk
Jessica Harper,inserts
John Heard,heart beat
Oli van der Vijver,a fistful of fingers
Fatima Ptacek,before i disappear
Mike Lopez,crimes against humanity
Kurt Caceres,beneath
Oliver Hardy,great guns
Arvo Lehesmaa,the white reindeer
Oliver Hardy,jitterbugs
Rachel Thomas,the proud valley
Philip Dorn,calling dr. gillespie
Heather Angel,charlie chan's greatest case
Dorothy Atkinson,mr. turner
Nancy Allen,bound by flesh
Frederikke Dahl Hansen,copenhagen
Steve Giannangelo,serial killer culture
Marjorie Weaver,charlie chan's murder cruise
Henrietta Crosman,charlie chan's secret
David Berón,charlotte's web 2: wilbur's great adventure
Harry Fowler,hue and cry
Rita Pereira Marques,come and go
Leo Genn,the red beret
Jodi Benson,hawaiian vacation
Carlos Alazraqui,small fry
Shawn Roberts,wyatt earp's revenge
Edison Chen,the sniper
Ulrich Matthes,calm at sea
Lucy Punch,the wedding video
Miriam Stein,young goethe in love
Kenny Doughty,the crew
Cole Hauser,the hit list
Glen Vorhis,the prodigy
Flip Schultz,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
Anita Mui,a better tomorrow iii: love and death in saigon
Temuera Morrison,the marine 2
Aurélie Meriel,the delivery
Mickey Rourke,dead in tombstone
Langley Kirkwood,seal team eight: behind enemy lines
Jennifer Waris,barbie: a perfect christmas
Henry Winkler,lego hero factory: savage planet
Henry Winkler,lego hero factory: rise of the rookies
Alison Doody,king solomon's mines
Ulla Tapaninen,santa claus and the magic drum
Candace Hutson,the land before time iv: journey through the mists
Brandon Lacroix,the land before time v: the mysterious island
Kenneth Mars,the land before time vi: the secret of saurus rock
Dom DeLuise,an american tail: the treasure of manhattan island
Lacey Chabert,an american tail: the mystery of the night monster
Tim Abell,special forces
Shannen Doherty,category 7: the end of the world
G.D. Spradlin,the jayne mansfield story
Neal McDonough,the marine 3: homefront
Yuri Matveyev,the stoker
Dmitriy Pevtsov,blind man's bluff
Angourie Rice,these final hours
Tom Schilling,generation war
Charlene Choi,kung fu dunk
Tabu,haider
Aurélia Poirier,the fifth season
Linda Ellerbee,auschwitz: the nazis and the 'final solution'
Harvey Keitel,puerto vallarta squeeze
Jake Thomas,soccer dog 2: european cup
Robin Dunne,the fraternity
Zan Calabretta,american soldiers: a day in iraq
Nobuyuki Katsube,"kumiko, the treasure hunter"
Adalberto Jr.,the great match
Moritz Bleibtreu,stereo
Moritz Bleibtreu,the guardians
Christopher Lee,starship invasions
Glenn Frey,history of the eagles
Peter Kazungu,paradise: love
Bjørn Sundquist,beyond the border
Marijana Jankovic,everything will be fine
Signe Egholm Olsen,the hour of the lynx
Dina Merrill,the young savages
Bengt C.W. Carlsson,good luck. and take care of each other
Neil Chelo,chasing madoff
Charles King,chasing rainbows
Phillips Holmes,chatterbox
Antonia Thomas,northern soul
Laura San Giacomo,checking out
Kandyse McClure,children of the corn
Natalie Ramsey,children of the corn 666: isaac's return
Alexis Arquette,children of the corn v: fields of terror
Dusty Burwell,children of the corn: genesis
Kyle Cassie,children of the corn: revelation
Javiera Contador,chile can do it
Kris Kristofferson,christmas in connecticut
Edward Herrmann,christmas oranges
Isabelle Carré,a french gigolo
Max von Sydow,code name: emerald
Adam Baldwin,cohen and tate
Kelly Lynch,cold around the heart
William MacDonald,cold blooded
Jeff Fahey,cold heart
James Best,"cole younger, gunfighter"
Frank Grillo,intersections
Burgess Meredith,torture garden
Jane Birkin,keep your right up
Edna Purviance,a night in the show
Mabel Normand,mabel's married life
Helena Domingos,the love of the three pomegranates
Sven Nordin,elsk meg i morgen
Ruth Roman,colt .45
Andy Clyde,colt comrades
Gaby Hoffmann,coming soon
Stephen Campbell Moore,complicit
Carrie-Anne Moss,compulsion
Samaire Armstrong,concrete blondes
George Montgomery,coney island
Richard Jenkins,olive kitteridge
Elena Lyadova,leviathan
Lee Kyung-mi,the russian novel
Joanne Froggatt,still life
Joy Carmichael,electronic labyrinth thx 1138 4eb
Channing Tatum,foxcatcher
Paul Harris,baby needs a new pair of shoes
Mariko Okada,illusion of blood
Ralph Graves,ladies of leisure
Jung Woo-sung,reign of assassins
Agniya Kuznetsova,everybody dies but me
Margaret Lockwood,bank holiday
Luise Rainer,the emperor's candlesticks
Ginger Rogers,romance in manhattan
Kiyozo,sazen tange and the pot worth a million ryo
Fred MacMurray,the princess comes across
Bette Davis,it's love i'm after
Cary Grant,thirty day princess
Henry Fonda,you belong to me
Robert Taylor,personal property
Bradley Friend,wolf creek 2
Melvyn Douglas,two-faced woman
Loretta Young,love is news
Conrad Veidt,dark journey
Ralph Bellamy,blind alley
Hugh Williams,the last journey
Freya Stafford,the clinic
Forest Whitaker,zulu
Warner Baxter,the road to glory
Isla Bevan,the sign of four: sherlock holmes' greatest case
Justin Long,walking with dinosaurs
John Hurt,"ultramarines: a warhammer 40,000 movie"
Lucy Hale,secret of the wings
Jesse McCartney,tinker bell and the lost treasure
Paul Winfield,tyson
Dariya Moroz,the conductor
Oleg Yankovskiy,tsar
Pyotr Zaychenko,taxi blues
Linda Ho,confessions of an opium eater
Hillary Brooke,confidence girl
Janet Leigh,confidentially connie
Jameson Thomas,convicted
Lukas Haas,convicts
Sean Penn,cool blue
Michael Paré,cool dog
Jason Jurman,cougar club
Frank Morgan,courage of lassie
Charlotte Riley,wuthering heights
Jackson Rathbone,cowgirls n' angels
Frederic Forrest,crash dive
George Newbern,crazy eights
Néstor Peredo,and so it is
Stuart Whitman,crazy mama
Mick Ford,light years away
Vanessa Redgrave,crime and punishment
Lucille Ball,critic's choice
Stephen Baldwin,cutaway
Chad Michael Collins,sniper: legacy
Joyful Drake,catch hell
Emmy Rossum,you're not you
Sal Mineo,crime in the streets
José Ferrer,crisis
Martin Short,cross my heart
Holt McCallany,crush
Ann Sothern,cry 'havoc'
Richard Conte,cry of the city
Gizeht Galatea,curandero
Khrystyne Haje,cyborg 3: the recycler
Morgan Hunter,cyborg cop ii
Frank Zagarino,cyborg cop iii
Jade Pettyjohn,dakota's summer
Robert Downey Jr.,danger zone
Gloria Warren,dangerous money
Mariko Kaga,muddy river
Jim Sturgess,stonehearst asylum
Michail Poljakow,russia 88
Katarina Ivanovska,the third half
Shin'ichi Himori,a star athlete
Yukie Kagawa,snake woman's curse
Babett Jávor,aglaya
Giorgi Nakashidze,tangerines
Gillian Jacobs,life partners
Jill Evyn,anatomy of a love seen
Sen Hara,the snow woman
John Cusack,drive hard
Yoshiko Fujishiro,the ghost story of oiwa's spirit
Oliver Hardy,air raid wardens
Marian Marsh,alias the doctor
Guillermo Francella,lion's heart
Yvette Mimieux,dark of the sun
Anita Yuen,"c'est la vie, mon cheri"
Margaret Lindsay,frisco kid
Hailee Steinfeld,hateship loveship
Dick Powell,hearts divided
Dario Fo,how the toys saved christmas
Taylor Firth,ice castles
Tom Felton,in secret
Lorraine Miller,it's a small world
James Ryan,kickboxer 5: the redemption
Reginald Denny,kiki
Charlie Watts,the rolling stones - let's spend the night together
Mateo Chiarino,hawaii
Lauren Young,remington and the curse of the zombadings
Nicholas Jacob,out in the dark
Karla Souza,we are the nobles
Emily Hampshire,the returned
Del Herbert-Jane,52 tuesdays
Naian Daeva,everybody's got somebody... not me
Yolande Moreau,the true story of puss 'n boots
Laurent Buson,die fighting
Dale Dickey,the possession of michael king
Huub Smit,new kids nitro
Tomas Arana,mission london
Friedrich Kayssler,the broken jug
Ving Rhames,master harold... and the boys
Rita Gam,mohawk
Anita Page,navy blues
Margaret Brooks,our mother's house
Margaux Hemingway,over the brooklyn bridge
Vladimir Volodin,circus
Devon Bostick,small time
Debi A. Monahan,laser mission
Susan Hayward,soldier of fortune
Enzo Cannavale,il soldato di ventura
Nina Foch,the dark past
Allison Hayes,the disembodied
Max Davidson,the rag man
Raf Vallone,the secret invasion
Jacqueline Bisset,the sweet ride
Gloria Stuart,the whistler
George Bancroft,young tom edison
Edward Arnold,the youngest profession
Lester Vail,"dance, fools, dance"
Fernando Lamas,dangerous when wet
Arturo Pirovano,l'inferno
Scott Adsit,dante's inferno
Mantan Moreland,dark alibi
Arthur Kennedy,day of the evil gun
Jacqueline Bisset,death in love
Ashley Olsen,"double, double, toil and trouble"
Richard Lynch,dark fields
Luke Kleintank,dark house
Viktoria von Ballasko,the emperor of california
Jacquie Murdock,advanced style
Martine Beswick,dr jekyll & sister hyde
Ørjan Gamst,dead snow 2: red vs. dead
Molly Brenner,david cross: the pride is back
Christian Slater,dawn rider
Blanca Marsillach,day of wrath
Anthony LaPaglia,dead heat
Joyce Taylor,twice-told tales
William Rice,decoder
Brigitte Lahaie,faceless
Juliette Cummins,deadly dreams
Christine Moore,prime evil
Rikki Gagne,dead hooker in a trunk
Acquanetta,dead man's eyes
Sheila Ryan,dead men tell
Sterling Knight,elle: a modern cinderella tale
Kanako Higuchi,zatôichi: the blind swordsman
Bryan O'Dell,youngblood
Lauren Bacall,young man with a horn
Julie Christie,young cassidy
Igor Ilyinsky,volga - volga
Sergei Barkovsky,the inhabited island 2: rebellion
Bjarne Mädel,stromberg - der film
Michelle Chen,you are the apple of my eye
Saba Mubarak,hamilton: in the interest of the nation
Cicely Tennant,dead of the nite
Lyubov Orlova,jolly fellows
Jud Tylor,7eventy 5ive
Giovanna Ralli,deadfall
Ross Kidder,deadheads
Chi-Wei Cheng,warriors of the rainbow: seediq bale - part 1: the sun flag
Steve Talley,deadline
Paul Lukas,deadline at dawn
Fabian,dear brigitte
Yvonne De Carlo,death of a scoundrel
Robert Pike Daniel,death racers
Hoot Gibson,death valley rangers
Tanya Clarke,death warrior
Nigel Terry,deja vu
Lindsay Duncan,last passenger
John Edwin Shaw,the hanoi hilton
Ray Lovelock,queens of evil
Eric Porter,callan
Susan Hampshire,the violent enemy
Keira Knightley,the imitation game
Josh Brolin,inherent vice
André Szymanski,labyrinth of lies
Ahn Sung-Ki,battle of the warriors
Zhou Xun,confucius
Alice David,babysitting
George Baker,curse of the fly
Andrew Keir,the devil-ship pirates
Douglas Wilmer,the brides of fu manchu
Anton Yelchin,rudderless
Rosamund Pike,jackboots on whitehall
Iida Lampela,likainen pommi
Josh Hutcherson,the hunger games: mockingjay - part 1
Troy Donahue,jules verne's rocket to the moon
Ving Rhames,"give 'em hell, malone"
Vera Pap,son of the white mare
Judit Pogány,the little fox
Simon Abkarian,gett: the trial of viviane amsalem
Shohreh Aghdashloo,rosewater
Alex Honnold,valley uprising
Lorenza Izzo,sex ed
Benjamin Sadler,the apocalypse
Anthony LaPaglia,a good marriage
Fábio Audi,the way he looks
Teresa Palmer,love and honor
Zachary Levi,remember sunday
Joaquim de Almeida,the gilded cage
James Rennie,illicit
Mary Astor,other men's women
Jean Harlow,the beast of the city
Dorothy Jordan,the cabin in the cotton
Violet Heming,the man who played god
Joel Edgerton,exodus: gods and kings
Billy Zane,darfur
Arthur Abraham,max schmeling
Eduardo Luis,trash
Uli Sternberg,frozen days
Leonardo Sbaraglia,wild tales
Takahiro Yokokawa,summer days with coo
Masayuki Katou,patema inverted
Michael Pollan,fed up
Christopher Lee,the oblong box
Muriel Catalá,the savior
Maurizio Degli Esposti,arcana
Olivia de Havilland,the male animal
Lou Costello,rio rita
Pat O’Brien,the fighting 69th
Lamar Legend,riley rewind
Whitney Blake,my gun is quick
Andi Feldmann,werner - beinhart!
Mel Blanc,jetsons: the movie
Alberto Ammann,thesis on a homicide
Brendan Fraser,whole lotta sole
Tom Bresnahan,ski school
Melinda Cordell,bloody birthday
T. K. Carter,ski patrol
Jeff Daniels,dumb and dumber to
Rachelle Lefevre,the legend of sarila
Oona Chaplin,imago mortis
Paula Raymond,the gun that won the west
Jason Bateman,the longest week
Barbara Britton,gunfighters
Honeysuckle Weeks,the wicker tree
Cheyenne Jackson,the green
Sophia Myles,the damned
Jan-Michael Vincent,deliver us from evil
James Badge Dale,miss meadows
William Tokarsky,too many cooks
Marjorie Weaver,murder over new york
Anthony Mackie,repentance
François Cluzet,quantum love
Natalie Press,cass
Jenn Murray,dorothy mills
Tyler James Williams,dear white people
Arthur Berning,the man who loved yngve
Claudio Brook,alucarda
Zhou Xun,painted skin
Alexandra Roach,one chance
Adam Kantor,rent: filmed live on broadway
Marg Helgenberger,columbus day
Donnie Yen,an empress and the warriors
Thomas Haden Church,lucky them
Shahid Kapoor,dil bole hadippa!
Parviz Parastui,border café
Zachary Booth,last weekend
Hiam Abbass,may in the summer
Burghart Klaußner,"nono, the zigzag kid"
Sandrine Kiberlain,tip top
Scott Speedman,october gale
Yo La Tengo,musicwood
Andrea Grano,bffs
Felicity Jones,the theory of everything
Dina Shihabi,amira & sam
Katia Winter,love sick love
Jurgen Delnaet,"moscow, belgium"
Linda Darnell,brigham young
Dorothy Lamour,johnny apollo
Jeffrey Lynn,it all came true
Jenna Coleman,doctor who: the time of the doctor
Ashley Judd,dolphin tale 2
Ronald Colman,lucky partners
Joaquín Pardavé,ahí está el detalle
David Cross,demoted
Michael Chiklis,when the game stands tall
Shraddha Kapoor,aashiqui 2
Julian Barratt,abcs of death 2
Julie Holland,neurons to nirvana
Reiley McClendon,the flyboys
Maximillian Roeg,dream boy
Sidse Babett Knudsen,take the trash
Atmen Kelif,les invincibles
JoeyStarr,miserere
Nathalie Baye,queens of the ring
Romain Duris,the new girlfriend
Patrick Bruel,"sex, love & therapy"
Sarah Carter,red mist
Alice Taglioni,"bangkok, we have a problem!"
Nicolai Cleve Broch,ragnarok
Vahina Giocante,secrets of state
Flynn Beck,farm house
Penélope Cruz,a matador's mistress
Csaba Pindroch,a kind of america 2
Patrick Kilpatrick,parasomnia
Joseph Beattie,fast track: no limits
Takako Tokiwa,20th century boys - chapter 1: beginning of the end
Michael Biehn,stiletto
Shu Qi,if you are the one
Emmanuel de Merode,virunga
Charlie Trepany,sick girl
Chris Miller,the madagascar penguins in a christmas caper
Jerry Leon,the seven-ups
Emmy Argo,v/h/s: viral
Dree Hemingway,running from crazy
Seiichi Tanabe,april story
Joanna Ferkic,victor and the secret of crocodile mansion
Victoria Justice,the boy who cried werewolf
Peter Cushing,nothing but the night
Kate Lyn Sheil,the heart machine
Amanda Fuller,starry eyes
James Earl Jones,end of the road
Kasumi Arimura,when marnie was there
Meisa Kuroki,lupin the 3rd
Fionnula Flanagan,song of the sea
Shin'ichirou Miki,rakuen tsuihou - expelled from paradise
Machiko Ono,kiki's delivery service
Laetitia Casta,tied
Paula Vesala,the magic crystal
Nate Parker,beyond the lights
Tony Anthony,treasure of the four crowns
Vic Morrow,the last shark
Carmen Maura,paulette
Benjamin Walker,in the heart of the sea
Marlène Jobert,don't take god's children for wild geese
Isabelle Nanty,les tuche
Éric Caravaca,comme les 5 doigts de la main
Wang Baoqiang,iceman
Jonas Karlsson,stockholm stories
Tyler Johnston,pressed
Eva Almos,the care bears adventure in wonderland
Mary Philbin,merry-go-round
Mabel Normand,fatty and mabel adrift
Michael Gross,a connecticut yankee in king arthur's court
Alan Rickman,a promise
Jenny Gago,alien nation: dark horizon
Eric Pierpoint,alien nation: body and soul
Eric Pierpoint,alien nation: the enemy within
Eric Pierpoint,alien nation: millennium
Suraj Pawar,the pig
Jack Warden,crackers
Christine Woods,hello ladies: the movie
Altynbek Kenzhekov,dzhamilya
Henry Goodman,codebreaker
Elisabeth Moss,listen up philip
Suzanne Pleshette,hot stuff
Jim Harris,squeeze play
Billy Bob Thornton,ain't in it for my health: a film about levon helm
Uhm Jung-hwa,seducing mr. perfect
Bryce Dallas Howard,jurassic world
Glenn Greenwald,citizenfour
Mathieu Delarive,dans la peau d'une grande
Alexandre Astier,david et madame hansen
Yacine Belhousse,pop redemption
Christa Théret,lol (laughing out loud)
Alexandre Astier,asterix: the mansions of the gods
Linda Molin,she monkeys
Anne Ramsay,the taking of deborah logan
Amy Madigan,admissions
Art LaFleur,house hunting
Chazz Palminteri,last i heard
Bud Spencer,god forgives... i don't!
Steven Eckholdt,santa who?
Jon Cryer,hit by lightning
Haruka Ayase,the incite mill
Rick Kavanian,1½ knights - in search of the ravishing princess herzelinde
Marcia Gay Harden,christmas cottage
Stefano Accorsi,a five star life
Regiane Alves,the boy in the mirror
Jung Yu-mi,my dear desperado
Jason Sudeikis,horrible bosses 2
Sheila Sharp,poto and cabengo
Alexa Nikolas,detention of the dead
Louis Calhern,devil's doorway
Nancy Kovack,diary of a madman
Gordon Liu Chia-Hui,disciples of the 36th chamber
Jeanne Moreau,disengagement
Bruce Cabot,divorce
Muriel Pavlow,doctor at large
James Robertson Justice,doctor in distress
Muriel Pavlow,doctor in the house
Michel Boujenah,don juan
Ben Frank,don't answer the phone!
Dina Merrill,don't give up the ship
Gia Scala,don't go near the water
Erik Stocklin,donner pass
David Paul,double trouble
James Gandolfini,down the shore
Lionel Barrymore,down to the sea in ships
Jason Bryden,dr. dolittle: million dollar mutts
Peter Coyote,dr. dolittle: tail to the chief
Van Johnson,dr. gillespie's new assistant
Krista Bridges,dr. jekyll and mr. hyde
Ann Dvorak,dr. socrates
Harry Van Gorkum,dragonheart: a new beginning
Dianne Foster,drive a crooked road
Nicholas D'Agosto,drive thru
Crispin Glover,drop dead sexy
Michelle Reis,drunken master iii
Lucille Ball,easy living
Van Johnson,easy to love
Anatoli Vasilyev,air crew
Lee Van Cleef,el condor
Yvette Yates,el gringo
Clotilde Courau,elisa
Robin de Jesus,elliot loves
Max Minghella,elvis and anabelle
John Corbett,elvis has left the building
Bob Gunton,elvis meets nixon
Eric Roberts,endangered species
Judd Nelson,endure
Lily Li Li-Li,executioners from shaolin
John Bluto,the orkly kid
Dan O'Herlihy,home before dark
Shelley Winters,let no man write my epitaph
Jason Flemyng,lost christmas
Marjorie Weaver,michael shayne: private detective
Meredith Baxter,murder on the orient express
Diana Lynn,my friend irma goes west
Tom Everett Scott,enemies closer
Ella Raines,enter arsene lupin
Lisa Younger,barely legal
Patricia Barker,nutcracker: the motion picture
Michael Roy,the forgotten faces
Jennifer Tilly,moving violations
Warren William,the dark horse
Cary Grant,the eagle and the hawk
Oh Jung-se,the fake
Dick Foran,the fearmakers
Barbara Laage,the happy road
David Niven,the real glory
Charles Ruggles,this is the night
James Russo,yellow rock
Sruthi Hariharan,lucia
Tom Arnold,dancing outlaw ii: jesco goes to hollywood
Marie-Lorna Vaconsin,oppressed majority
Vincent Lindon,la belle verte
Chris Miller,penguins of madagascar
Adélaïde Leroux,ivul
Radha Mitchell,fugly!
Jillian Estell,black or white
Paul Anderson,71
Olga Kurylenko,the water diviner
Gabriel Byrne,just a sigh
Hafsia Herzi,the rabbi's cat
Alec Baldwin,still alice
Annie Girardot,je préfère qu'on reste amis
Megan Charpentier,grumpy cat's worst christmas ever
Peter Capaldi,paddington
Claudia Eisinger,drei stunden
Jon Gries,redemption: for robbing the dead
Mark Webber,jessabelle
Kaya Scodelario,maze runner: the scorch trials
Maitresse Madeline,kink
Diora Baird,beautiful girl
J.J. Abrams,showrunners: the art of running a tv show
Ralph Graves,dirigible
Bror Berger,sir arne's treasure
Ben Whishaw,my brother tom
Grey Griffin,scooby-doo! frankencreepy
Jean Seberg,pendulum
Ray Romano,ice age: a mammoth christmas
Frank Focketijn,the bloody olive
Malachi Kirby,kajaki
Dvir Benedek,a matter of size
Anna Margaret Hollyman,summer of blood
Raymond Lovell,appointment with crime
Dennis Price,hungry hill
Basil Radford,quartet
Derek Bond,scott of the antarctic
Florence Eldridge,christopher columbus
Kay Walsh,the magnet
Earl Cameron,pool of london
Louis Jourdan,anne of the indies
David Niven,the lady says no
Joan Rice,the story of robin hood and his merrie men
James Robertson Justice,the sword and the rose
John Gregson,above us the waves
James Robertson Justice,doctor at sea
Diana Dors,an alligator named daisy
Katharine Hepburn,the iron petticoat
Liliane Montevecchi,the living idol
Paul Massie,orders to kill
Anne Heywood,upstairs and downstairs
Stanley Baxter,crooks anonymous
Jean Rochefort,two weeks in september
Charles Hawtrey,zeta one
Gemma Arterton,the voices
Evgeniy Evstigneev,"welcome, or no trespassing"
Yevgeni Matveyev,"sport, sport, sport"
Lev Durov,farewell
Sam Waterston,eagle's wing
Marc Wootton,nativity 2: danger in the manger!
Arturo Goetz,the puzzle
Katie Walder,come back to me
Lee Si-young,the righteous thief
Andy Stahl,state of emergency
Philip McGinley,almost married
Anthony Franciosa,the swinger
Mary-Louise Parker,christmas in conway
Carole Noblanc,winter nomads
Anastasiya Nemolyaeva,courier
Peter Stormare,batman vs dracula
Susan Hampshire,baffled!
Ross Martin,dying room only
Bud Spencer,go for it
Loretta Parry,hand in hand
Junichi Okada,tenchi: the samurai astronomer
Gonen Ben Yitzhak,the green prince
Karl Davies,castles in the sky
Miles Daisher,mcconkey
Jinkee Pacquiao,manny
Don Meredith,"mayday at 40,000 feet!"
Michael Parks,bus riley's back in town
Sam Waterston,mahoney's last stand
Seo Jun-young,bleak night
Billy Hamon,to encourage the others
Anna Nerman,wanderers
Kristen Stewart,clouds of sils maria
Anton Yelchin,dying of the light
Mark Rolston,survival quest
Sianoa Smit-McPhee,all cheerleaders die
Jennie Jacques,cherry tree lane
Amy Matysio,wolfcop
Goldy Notay,it's a wonderful afterlife
Gordon Kennedy,the borderlands
Adam Williams,slasher house
Ye Ji-won,the kick
Jon Øigarden,norwegian ninja
Clifton Collins Jr,hellbenders
Ekin Cheng,saving general yang
Brandon Lee,legacy of rage
David Beecroft,shadowzone
Pio Marmaï,in your hands
Stella Stevens,cleopatra jones and the casino of gold
Shannon Whirry,omega doom
Daria Delancey,float
Christian Martyn,home alone: the holiday heist
Leonid Bronevoy,the pokrovsky gates
Luis Zahera,game of werewolves
Ben Barnes,by the gun
Petchtai Wongkamlao,the protector 2
Mark Gibson,exit humanity
Michael Woods,omen iv: the awakening
Cynthia Bain,spontaneous combustion
Zoe Trilling,night terrors
Katee Sackhoff,tell
Mary Elizabeth Winstead,kill the messenger
Jesse James,dead souls
Iina Kuustonen,village people
André Dussollier,a gorgeous girl like me
Jack Knight,touch the top of the world
Oleg Strizhenov,travel beyond the three seas
María José Bausá,h6: diary of a serial killer
Gila Almagor,sallah
Warren Ellis,grant morrison:  talking with gods
Yoko Ono,the universe of keith haring
John Lasseter,the kingdom of dreams and madness
Alberto Dell'Acqua,"texas, adios"
Stefania Casini,the bloodstained shadow
Brett Halsey,"today we kill, tomorrow we die!"
Carole André,colt 38 special squad
Lynn Monteil,six swedish girls at a pump
Arthur Kennedy,killer cop
Missi Pyle,a cinderella story: once upon a song
Anna Maria Rizzoli,play motel
Marisa Mell,the mad dog killer
Lee J. Cobb,the great kidnapping
Cassandra Scerbo,bring it on: in it to win it
Lionel Stander,between miracles
Marina Malfatti,the night evelyn came out of the grave
Vittorio Mezzogiorno,stunt squad
Massimo Boldi,tifosi
Lorena Forteza,the cyclone
Alvaro Vitali,il tifoso l'arbitro e il calciatore
Robert Webber,death steps in the dark
Annie Belle,"black emmanuelle, white emmanuelle"
Silvia Dionisio,il... belpaese
Gianfranco De Grassi,savage three
Stefano Satta Flores,l'arma
Giancarlo Badessi,a man called magnum
Laura Antonelli,viuuulentemente mia
Franco Nero,gente di rispetto
Josh Kelly,jarhead 2: field of fire
Angus Sampson,the mule
Ally Sheedy,chantilly lace
Barbara Hershey,shy people
Brian Stepanek,jingle all the way 2
Ed Harris,the face of love
Franchot Tone,every girl should be married
Lee Marvin,eight iron men
Gigi Leung,a true mob story
Pier Angeli,in the folds of the flesh
Ian McKellen,the hobbit: the battle of the five armies
Donald Houston,the viking queen
Tom Wilkinson,selma
Domhnall Gleeson,unbroken
Karl Davies,black sea
Lionel Barrymore,three wise fools
Cal Bartlett,the frame
Ugo Pagliai,the red queen kills seven times
Charles Dance,white mischief
Carol Alt,beyond justice
Ottavia Piccolo,zorro
Luc Merenda,man without a memory
Isaac Hayes,three tough guys
Giancarlo Sbragia,the bloodstained butterfly
Nino Benvenuti,alive or preferably dead
Raf Vallone,death occurred last night
Giuliano Gemma,the bastard
Lorella De Luca,the return of ringo
Fernando Sancho,a pistol for ringo
George Martin,kiss kiss... bang bang
Manasvi Mamgai,action jackson
Artie Lange,i am santa claus
Will Rogers Jr.,wild heritage
Edward G. Robinson,the widow from chicago
Briana Evigan,lap dance
Collin Wilcox Paxton,the baby maker
Paul Nakad,fat pizza
Girl Talk,good copy bad copy
Gene Quintano,comin' at ya!
Taraf de Haidouks,when the road bends: tales of a gypsy caravan
Darren Boyd,holy flying circus
Ed Quinn,house of the dead 2
Belinda Montgomery,silent madness
Zoë Wanamaker,wodehouse in exile
Erich Amerkamp,zombie reanimation
Elephant Man,made in jamaica
Michelle Monaghan,playing it cool
Richard Riddell,dogging: a love story
Debra Mayer,blood dolls
